id,name,sku,size,category,page,image_path,catalogs,description,inset_path,jaw_path,original_image_path
p11_r1_c2,Retractor,,,Cardiothoracic Instruments IndoSurgicals equipment I S ® urgicals pment ®,11,dataset/processed/p11_r1_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 11, ""image_path"": ""dataset/processed/p11_r1_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p11_r1_c2_jaw.png,dataset/processed/p11_r1_c2.png
p11_r1_c3,DeBakey Cooley Forceps,93375,"6”, 8” & 10”",Cardio & Spine Instruments IndoSurgicals equipment I S ®,11,dataset/processed/p11_r1_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 11, ""image_path"": ""dataset/processed/p11_r1_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p11_r1_c3_inset.png,dataset/processed/p11_r1_c3_jaw.png,dataset/processed/p11_r1_c3.png
p11_r1_c4,Disc Punch Forceps (Serrated) Straight,94876,"1, 2, 3 & 4mm",Cardio & Spine Instruments IndoSurgicals equipment I S ®,11,dataset/processed/p11_r1_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 11, ""image_path"": ""dataset/processed/p11_r1_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p11_r1_c4_inset.png,dataset/processed/p11_r1_c4_jaw.png,dataset/processed/p11_r1_c4.png
p11_r1_c5,sc Punch Forceps (Serrated) Up,94883,"1, 2, 3 & 4mm",Cardio & Spine Instruments IndoSurgicals equipment I S ®,11,dataset/processed/p11_r1_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 11, ""image_path"": ""dataset/processed/p11_r1_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p11_r1_c5_inset.png,dataset/processed/p11_r1_c5_jaw.png,dataset/processed/p11_r1_c5.png
p12_r0_c0,Disc Punch Forceps (Serrated) Down,94890,"1, 2, 3 & 4mm",Spine Instruments & Proctoscope IndoSurgicals equipment I S ® urgicals pment ®,12,dataset/processed/p12_r0_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r0_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r0_c0_inset.png,dataset/processed/p12_r0_c0_jaw.png,dataset/processed/p12_r0_c0.png
p12_r0_c1,sc Punch Forceps (Plain) Straight,94898,"1, 2, 3 & 4mm",Spine Instruments & Proctoscope IndoSurgicals equipment I S ® urgicals pment ®,12,dataset/processed/p12_r0_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r0_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r0_c1_inset.png,dataset/processed/p12_r0_c1_jaw.png,dataset/processed/p12_r0_c1.png
p12_r0_c2,Disc Punch Forceps (Plain) Up s,94904,"1, 2, 3 & 4mm",Spine Instruments & Proctoscope IndoSurgicals equipment I S ® urgicals pment ®,12,dataset/processed/p12_r0_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r0_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r0_c2_inset.png,dataset/processed/p12_r0_c2_jaw.png,dataset/processed/p12_r0_c2.png
p12_r0_c3,Mathieu Rectal Speculum 2 Prongs,97045,,Rectal Speculum & GYN Instruments IndoSurgicals equipment I S ®,12,dataset/processed/p12_r0_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r0_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r0_c3_inset.png,dataset/processed/p12_r0_c3_jaw.png,dataset/processed/p12_r0_c3.png
p12_r0_c4,Mathieu Rectal Speculum 3 Prongs,97046,,Rectal Speculum & GYN Instruments IndoSurgicals equipment I S ®,12,dataset/processed/p12_r0_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r0_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r0_c4_inset.png,dataset/processed/p12_r0_c4_jaw.png,dataset/processed/p12_r0_c4.png
p12_r0_c5,Bonney Myomectomy Clamp,97120 SKU: 97120,,Rectal Speculum & GYN Instruments IndoSurgicals equipment I S ®,12,dataset/processed/p12_r0_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r0_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r0_c5_inset.png,dataset/processed/p12_r0_c5_jaw.png,dataset/processed/p12_r0_c5.png
p12_r1_c0,Disc Punch Forceps (Plain) Down,94910,"1, 2, 3 & 4mm",Spine Instruments & Proctoscope IndoSurgicals equipment I S ® urgicals pment ®,12,dataset/processed/p12_r1_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r1_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p12_r1_c0_inset.png,dataset/processed/p12_r1_c0_jaw.png,dataset/processed/p12_r1_c0.png
p12_r1_c1,"Small, Medium, Large & X-Large” Proctoscope General Quality",96550,,Spine Instruments & Proctoscope IndoSurgicals equipment I S ® urgicals pment ®,12,dataset/processed/p12_r1_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r1_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p12_r1_c1_jaw.png,dataset/processed/p12_r1_c1.png
p12_r1_c2,"Small, Medium, Large & X-Large” Proctoscope Premium Quality emium",96554,,Spine Instruments & Proctoscope IndoSurgicals equipment I S ® urgicals pment ®,12,dataset/processed/p12_r1_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r1_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p12_r1_c2_jaw.png,dataset/processed/p12_r1_c2.png
p12_r1_c3,"Vaginal Speculum (Cusco) Small, Medium & Large",55013,,Rectal Speculum & GYN Instruments IndoSurgicals equipment I S ®,12,dataset/processed/p12_r1_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r1_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p12_r1_c3_jaw.png,dataset/processed/p12_r1_c3.png
p12_r1_c4,"Vaginal Speculum - Duck Bill (Sims) Small, Medium & Large ze: Small, edium & Large KU: 55014",55014,,Rectal Speculum & GYN Instruments IndoSurgicals equipment I S ®,12,dataset/processed/p12_r1_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r1_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p12_r1_c4_jaw.png,dataset/processed/p12_r1_c4.png
p12_r1_c5,"Small, Medium & Large Vaginal Speculum (Graves)",55015,,Rectal Speculum & GYN Instruments IndoSurgicals equipment I S ®,12,dataset/processed/p12_r1_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 12, ""image_path"": ""dataset/processed/p12_r1_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p12_r1_c5_jaw.png,dataset/processed/p12_r1_c5.png
p13_r0_c0,"Sims Uterine Depressor, Double Ended (Anterior Vaginal Wall Retractor)",94805,,GYN Instruments IndoSurgicals equipment I S ® urgicals pment ®,13,dataset/processed/p13_r0_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r0_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r0_c0_jaw.png,dataset/processed/p13_r0_c0.png
p13_r0_c1,Uterine Sound Curette Double Sharp Blunt,94807,,GYN Instruments IndoSurgicals equipment I S ® urgicals pment ®,13,dataset/processed/p13_r0_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r0_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p13_r0_c1_inset.png,dataset/processed/p13_r0_c1_jaw.png,dataset/processed/p13_r0_c1.png
p13_r0_c2,IUD Hook Ended (Set of 3) UD Hook,97112,,GYN Instruments IndoSurgicals equipment I S ® urgicals pment ®,13,dataset/processed/p13_r0_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r0_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r0_c2_jaw.png,dataset/processed/p13_r0_c2.png
p13_r0_c3,Hegar Uterine Dilators Set of 8,96700,,GYN & Instrument Kit IndoSurgicals equipment I S ®,13,dataset/processed/p13_r0_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r0_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r0_c3_jaw.png,dataset/processed/p13_r0_c3.png
p13_r0_c4,Urethral Sound Bougie Lister (Set of 12 Pcs.),94832,,GYN & Instrument Kit IndoSurgicals equipment I S ®,13,dataset/processed/p13_r0_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r0_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r0_c4_jaw.png,dataset/processed/p13_r0_c4.png
p13_r0_c5,Urethral Sound Bougie Clutton (Set of 12 Pcs.),94834,,GYN & Instrument Kit IndoSurgicals equipment I S ®,13,dataset/processed/p13_r0_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r0_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r0_c5_jaw.png,dataset/processed/p13_r0_c5.png
p13_r1_c0,Wrigley Obstetrical Forceps,94800,,GYN Instruments IndoSurgicals equipment I S ® urgicals pment ®,13,dataset/processed/p13_r1_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r1_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r1_c0_jaw.png,dataset/processed/p13_r1_c0.png
p13_r1_c1,Lateral Vaginal Wall Retractor,94802,,GYN Instruments IndoSurgicals equipment I S ® urgicals pment ®,13,dataset/processed/p13_r1_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r1_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r1_c1_jaw.png,dataset/processed/p13_r1_c1.png
p13_r1_c2,MTP Dilator Set of 10 Pcs of 10 Pcs,96554,,GYN Instruments IndoSurgicals equipment I S ® urgicals pment ®,13,dataset/processed/p13_r1_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r1_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r1_c2_jaw.png,dataset/processed/p13_r1_c2.png
p13_r1_c3,Gynecology Instruments Set Cesarean Section Set,94816,,GYN & Instrument Kit IndoSurgicals equipment I S ®,13,dataset/processed/p13_r1_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r1_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r1_c3_jaw.png,dataset/processed/p13_r1_c3.png
p13_r1_c4,IUD Removal Kit Delivery Instrument Kit,94818,,GYN & Instrument Kit IndoSurgicals equipment I S ®,13,dataset/processed/p13_r1_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r1_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r1_c4_jaw.png,dataset/processed/p13_r1_c4.png
p13_r1_c5,Minilap Kit Dressing Instrument Kit,94820,,GYN & Instrument Kit IndoSurgicals equipment I S ®,13,dataset/processed/p13_r1_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 13, ""image_path"": ""dataset/processed/p13_r1_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p13_r1_c5_jaw.png,dataset/processed/p13_r1_c5.png
p14_r0_c0,Minor Surgery Set,94822,,Instrument Kit IndoSurgicals equipment I S ® urgicals pment ®,14,dataset/processed/p14_r0_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r0_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r0_c0_jaw.png,dataset/processed/p14_r0_c0.png
p14_r0_c1,Suturing Instrument Kit,94824,,Instrument Kit IndoSurgicals equipment I S ® urgicals pment ®,14,dataset/processed/p14_r0_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r0_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r0_c1_jaw.png,dataset/processed/p14_r0_c1.png
p14_r0_c2,ENT Instrument Kit Kit,94826,,Instrument Kit IndoSurgicals equipment I S ® urgicals pment ®,14,dataset/processed/p14_r0_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r0_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r0_c2_jaw.png,dataset/processed/p14_r0_c2.png
p14_r0_c3,Laparotomy Instruments Kit (Pediatric),94842,,Instrument Kit IndoSurgicals equipment I S ®,14,dataset/processed/p14_r0_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r0_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r0_c3_jaw.png,dataset/processed/p14_r0_c3.png
p14_r0_c4,Laparotomy Instruments Kit (Adult),94860,,Instrument Kit IndoSurgicals equipment I S ®,14,dataset/processed/p14_r0_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r0_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r0_c4_jaw.png,dataset/processed/p14_r0_c4.png
p14_r0_c5,Midwifery Instruments Kit,94843,,Instrument Kit IndoSurgicals equipment I S ®,14,dataset/processed/p14_r0_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r0_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r0_c5_jaw.png,dataset/processed/p14_r0_c5.png
p14_r1_c0,Dissecting Set of 19 Instruments EYE Instrument Kit,94838,,Instrument Kit IndoSurgicals equipment I S ® urgicals pment ®,14,dataset/processed/p14_r1_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r1_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r1_c0_jaw.png,dataset/processed/p14_r1_c0.png
p14_r1_c1,Major Vaginal Repair Instruments Kit Chalazion Instruments Set,94840,,Instrument Kit IndoSurgicals equipment I S ® urgicals pment ®,14,dataset/processed/p14_r1_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r1_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r1_c1_jaw.png,dataset/processed/p14_r1_c1.png
p14_r1_c2,Nasal Instruments Kit Dissecting Instruments Set of 13 Instruments nts Kit uments ments,94841,,Instrument Kit IndoSurgicals equipment I S ® urgicals pment ®,14,dataset/processed/p14_r1_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r1_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r1_c2_jaw.png,dataset/processed/p14_r1_c2.png
p14_r1_c3,Suture Kit Microsurgery Glaucoma Set,94852,,Instrument Kit IndoSurgicals equipment I S ®,14,dataset/processed/p14_r1_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r1_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r1_c3_jaw.png,dataset/processed/p14_r1_c3.png
p14_r1_c4,Hemorrhoid Piles Gun with Forceps NSV Kit,94853,,Instrument Kit IndoSurgicals equipment I S ®,14,dataset/processed/p14_r1_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r1_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r1_c4_jaw.png,dataset/processed/p14_r1_c4.png
p14_r1_c5,Debridement Instruments Set D&C Kit,94862,,Instrument Kit IndoSurgicals equipment I S ®,14,dataset/processed/p14_r1_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 14, ""image_path"": ""dataset/processed/p14_r1_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p14_r1_c5_jaw.png,dataset/processed/p14_r1_c5.png
p15_r0_c0,ICD Set,94870,,Instrument Kit & ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,15,dataset/processed/p15_r0_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r0_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r0_c0_jaw.png,dataset/processed/p15_r0_c0.png
p15_r0_c1,Bilateral Tubal Ligation Instrument Set (BTL Set),94872,,Instrument Kit & ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,15,dataset/processed/p15_r0_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r0_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r0_c1_jaw.png,dataset/processed/p15_r0_c1.png
p15_r0_c2,TruBiology Advanced Lab Dissection Kit for Biology Anatomy Medical Students,94922,,Instrument Kit & ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,15,dataset/processed/p15_r0_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r0_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p15_r0_c2_inset.png,dataset/processed/p15_r0_c2_jaw.png,dataset/processed/p15_r0_c2.png
p15_r0_c3,Nasal Speculum Set of 3,15400 SKU: 15400,,ENT Instruments IndoSurgicals equipment I S ®,15,dataset/processed/p15_r0_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r0_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r0_c3_jaw.png,dataset/processed/p15_r0_c3.png
p15_r0_c4,Hartmann Alligator Ear Forceps,93210 SKU: 93210,,ENT Instruments IndoSurgicals equipment I S ®,15,dataset/processed/p15_r0_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r0_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r0_c4_jaw.png,dataset/processed/p15_r0_c4.png
p15_r0_c5,Micro Crocodile Ear Forceps,93212 SKU: 93212,,ENT Instruments IndoSurgicals equipment I S ®,15,dataset/processed/p15_r0_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r0_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r0_c5_jaw.png,dataset/processed/p15_r0_c5.png
p15_r1_c1,Jaw Stapedectomy Instruments (Set of 9),97122,,Instrument Kit & ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,15,dataset/processed/p15_r1_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r1_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r1_c1_jaw.png,dataset/processed/p15_r1_c1.png
p15_r1_c2,Jackson Tracheostomy Tube,94653,,Instrument Kit & ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,15,dataset/processed/p15_r1_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r1_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r1_c2_jaw.png,dataset/processed/p15_r1_c2.png
p15_r1_c3,Tilley Nasal Polypus Forceps,93228,,ENT Instruments IndoSurgicals equipment I S ®,15,dataset/processed/p15_r1_c3_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r1_c3_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p15_r1_c3_jaw.png,dataset/processed/p15_r1_c3.png
p15_r1_c4,Luc Nasal Turbinate Forceps Oval Shaped,93270,,ENT Instruments IndoSurgicals equipment I S ®,15,dataset/processed/p15_r1_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r1_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p15_r1_c4_inset.png,dataset/processed/p15_r1_c4_jaw.png,dataset/processed/p15_r1_c4.png
p15_r1_c5,Luc Nasal Turbinate Forceps Heart Shaped,93274,,ENT Instruments IndoSurgicals equipment I S ®,15,dataset/processed/p15_r1_c5_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 15, ""image_path"": ""dataset/processed/p15_r1_c5_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",dataset/processed/p15_r1_c5_inset.png,dataset/processed/p15_r1_c5_jaw.png,dataset/processed/p15_r1_c5.png
p16_r0_c0,Metzenbaum Scissors (Straight) Sharp/Sharp,94120,"6”, 7” & 8”",ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,16,dataset/processed/p16_r0_c0_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 16, ""image_path"": ""dataset/processed/p16_r0_c0_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p16_r0_c0_jaw.png,dataset/processed/p16_r0_c0.png
p16_r0_c1,Scissors (Curved) Sharp/Sharp,94125,"6”, 7” & 8”",ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,16,dataset/processed/p16_r0_c1_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 16, ""image_path"": ""dataset/processed/p16_r0_c1_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p16_r0_c1_jaw.png,dataset/processed/p16_r0_c1.png
p16_r0_c2,Micro Spring Scissors (Straight) ssors,94130,6” & 7”,ENT Instruments IndoSurgicals equipment I S ® urgicals pment ®,16,dataset/processed/p16_r0_c2_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 16, ""image_path"": ""dataset/processed/p16_r0_c2_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p16_r0_c2_jaw.png,dataset/processed/p16_r0_c2.png
p16_r0_c4,"Nasal Lake Seeker, Double Ended",97084,,ENT Instruments IndoSurgicals equipment I S ®,16,dataset/processed/p16_r0_c4_full.png,"[{""catalog"": ""Surgical Instruments Catalog"", ""page"": 16, ""image_path"": ""dataset/processed/p16_r0_c4_full.png""}]","This surgical instrument is precision-crafted from high-grade medical steel, designed to meet rigorous clinical standards for hospital surgical workflows.",,dataset/processed/p16_r0_c4_jaw.png,dataset/processed/p16_r0_c4.png
